"fire","maxTemp","minTemp","precipitation","wind","relativeHuditiy","solar","ndvi"
"No",2.232444444,0.284444444,0.854110716,2.381112495,0.970009685,5.015936452,0.064900003
"No",2.009888889,0.009555556,0.76522796,2.600028665,0.972243174,4.76301784,-0.021199999
"No",0.679666667,-4.269222222,6.17752022,4.456323285,0.962257382,3.084481248,-0.111299999
"No",0.634666667,-5.695333333,1.70745834,3.925906875,0.951298252,4.610900788,-0.001
"No",0.732444444,-4.004444444,9.525297612,4.654338021,0.960923553,2.76378728,0.107900001
"No",0.653444444,-5.722777778,2.418899304,4.124093296,0.953888834,4.265931456,-0.0491
"No",-4.67,-10.43622222,1.728438796,4.335014488,0.866590005,10.31691138,-0.115800001
"No",-5.987444444,-11.79288889,0.735473504,3.956339375,0.85894393,10.53406944,-0.109700002
"No",-4.344666667,-10.05333333,1.665496556,4.129403851,0.86199998,10.77671492,0.091700003
"No",-6.013111111,-11.63188889,0.816344888,3.975834752,0.87073295,10.59744268,-8e-04
"No",-5.055555556,-13.85411111,0.839233456,3.709228432,0.876153545,11.84378781,-0.0381
"No",-5.852333333,-14.51733333,0.592422488,3.680529048,0.860641468,10.82488906,-0.0255
"No",-4.442777778,-13.39844444,0.757598906,3.486845298,0.887088631,11.3830689,-0.0308
"No",-5.119888889,-14.28466667,0.71220386,3.855898456,0.872122674,10.55114966,0.031500001
"No",-3.945666667,-11.346,1.411438126,2.789423712,0.919049731,10.25919996,-0.1382
"No",-5.409888889,-13.76566667,0.815200643,2.601763559,0.893994836,10.49893019,0.062199999
"No",-3.472777778,-10.74177778,1.243972596,2.613511213,0.922194804,10.61929222,-0.052700002
"No",-4.902555556,-13.38788889,0.728988691,2.610544677,0.89752455,10.58913666,-0.083999999
"No",-6.502555556,-14.63866667,0.875091565,1.375869486,0.883268384,13.6471237,-0.0049
"No",-7.936777778,-16.74333333,0.435256936,1.006828886,0.852446182,13.79269209,-0.0088
"No",-6.235444444,-13.02811111,1.438904113,1.965828061,0.902722155,12.51127397,0.072800003
"No",-7.577222222,-15.99622222,0.868988072,1.049471385,0.861806141,12.8539371,0.027100001
"No",-5.439,-11.36855556,4.487229684,2.722807564,0.914737921,9.263113396,-0.0018
"No",-7.840888889,-14.28722222,2.727890204,2.643525138,0.897340951,9.193294328,0.0118
"No",-5.666444444,-11.54255556,4.062652784,2.835124263,0.912316593,9.710683532,0.106299996
"No",-8.752444444,-14.29444444,2.603530888,2.830616657,0.889890363,10.10096783,0.0244
"No",-8.493,-16.16855556,0.498390241,2.256441133,0.864308953,14.13497407,0.0122
"No",-9.934,-17.64811111,0.679588889,2.341172266,0.84905133,13.36243178,0.0298
"No",-8.313666667,-16.32011111,0.488090605,2.175232795,0.864296486,14.12941156,0.253899992
"No",-10.12122222,-17.79933333,0.655174864,2.591570756,0.844335191,13.43755062,0.087800004
"No",-11.62644444,-19.03844444,0.633430568,4.042633771,0.799278837,14.92895783,0.0535
"No",-13.32955556,-20.62255556,0.803375217,4.05600427,0.782489,14.51891842,0.088600002
"No",-12.22777778,-19.68533333,0.411415181,3.734431593,0.793281573,15.15364308,0.250400007
"No",-14.13344444,-21.16644444,0.733757035,4.044662515,0.777981182,14.7676036,0.107299998
"No",-10.55622222,-20.14388889,4.74700957,2.602913258,0.857210536,10.144242,0.0231
"No",-11.42233333,-21.22055556,2.632142025,2.378681694,0.842613074,10.99249242,0.0058
"No",-10.25088889,-19.52055556,5.424117858,2.850232114,0.864463648,8.902318244,0.0032
"No",-11.21188889,-20.75722222,3.162766138,2.793419857,0.846750687,9.9885321,-0.0051
"No",-5.066888889,-12.10377778,2.399826152,1.568665188,0.89864476,11.7129919,-0.029300001
"No",-6.364666667,-12.90788889,1.780319344,1.591658824,0.891303509,11.23769413,-0.0296
"No",-4.684333333,-11.85566667,2.0473484,1.530504823,0.90229483,11.63568217,0.120300002
"No",-6.009111111,-13.38055556,1.502990772,1.327664107,0.887071001,11.4519255,0.0067
"No",-1.255111111,-11.27222222,0.66719056,1.216651713,0.933198524,12.0492553,-0.058600001
"No",-2.254,-13.09755556,0.494766306,1.20857018,0.917424302,13.21420034,0.0155
"No",-0.739111111,-12.58555556,0.788879102,1.186248402,0.936826176,11.00688132,-0.0942
"No",-1.938111111,-14.32622222,0.556945866,1.162567145,0.916714946,13.06019522,0.0155
"No",1.698333333,-5.100333333,1.171493646,2.555766513,0.987369812,5.487385948,-0.042300001
"No",0.889777778,-7.205888889,1.200866746,2.314677715,0.97986694,5.298694356,0.0084
"No",2.409111111,-6.378111111,1.293945209,2.421855017,0.988385005,5.636642756,0.080899999
"No",1.174444444,-7.095333333,1.317596407,2.459208572,0.983502064,5.3912877,0.0138
"No",4.153555556,0.927222222,1.16672503,2.497048891,0.981149003,6.424980948,-0.036600001
"No",2.434222222,-0.197666667,0.834083877,2.220401781,0.988868748,5.396525736,0.0243
"No",5.856111111,1.233888889,1.017951683,2.549236485,0.976357791,8.436737828,0.068700001
"No",3.801777778,0.168666667,0.715636848,2.566778092,0.979990257,7.276019196,-0.0244
"No",2.630555556,0.940222222,7.028199388,3.20781575,0.991349446,2.594124612,-2e-04
"No",1.032888889,-1.212,11.61651549,2.492027426,0.987756253,2.486181052,-0.0137
"No",2.172777778,0.927111111,5.861664048,2.947736369,0.987465968,2.53770672,-0.0112
"No",0.451111111,-1.103222222,9.61227642,2.797961447,0.977246118,2.968275108,-0.059
"No",1.493111111,-2.230777778,3.9340968,3.937072691,0.946400646,6.128787208,-0.0054
"No",0.035222222,-4.024777778,10.77594996,3.587151816,0.964218,4.092562552,0.015
"No",0.809,-1.365888889,3.467559688,4.043286994,0.933450867,6.255544,0.079400003
"No",-0.538777778,-3.842777778,6.38294168,4.172948605,0.952413492,5.64348294,0.0414
"No",1.067,-2.216222222,1.423835779,2.861878763,0.925824243,8.869604668,-0.017899999
"No",-0.624888889,-5.031888889,1.5888214,2.820596258,0.928166079,10.3592318,-0.0044
"No",1.566,-1.544777778,1.336097874,2.84557173,0.907333541,8.918706228,0.043699998
"No",-0.513555556,-5.021111111,1.556873388,2.847461433,0.9285868,9.966399488,0.026799999
"No",2.884333333,-1.284777778,0.781917626,1.905745334,0.975610698,7.142267572,0.044599999
"No",1.593222222,-3.014555556,1.208114842,1.472944805,0.982164602,7.4445569,0.0063
"No",3.970666667,-1.209555556,0.6509783,1.905004758,0.95277826,8.69259552,0.062100001
"No",1.570666667,-2.683777778,1.03397408,1.553736864,0.975675718,7.92430656,0.032099999
"No",1.406,-1.347,1.03473728,1.755084791,0.968756447,6.532423696,0.120700002
"No",0.998333333,-3.117222222,0.595093254,1.420404962,0.967405636,7.6435876,0.170900002
"No",1.813666667,-1.262444444,0.634193725,2.443291482,0.955128924,8.23818264,0.181799993
"No",0.510444444,-3.234888889,0.418853897,1.977620821,0.960859815,8.79489364,0.0308
"No",1.635666667,-3.687555556,0.33397697,2.500599917,0.92326772,15.37525563,0.018300001
"No",-0.286555556,-5.663333333,0.446510526,1.673434668,0.947997712,11.8021261,0.160999998
"No",3.035666667,-2.228,0.181579617,2.980242315,0.895738273,16.9631515,0.118600003
"No",0.626222222,-4.051333333,0.144195562,1.899328368,0.940704874,14.463714,0.110600002
"No",2.622777778,-6.236444444,0.014114379,1.355767025,0.840068964,19.0716295,0.167199999
"No",0.918555556,-8.335888889,0.02288818,1.469958078,0.906328674,18.53690632,0.0253
"No",4.333888889,-5.013111111,0.011062623,1.21877754,0.809361451,18.79559074,0.074699998
"No",1.960111111,-7.627,0.177764914,1.037118122,0.90328392,17.99704308,0.105300002
"No",4.354333333,-2.820111111,1.282310351,1.183340837,0.935100003,12.77302514,0.239299998
"No",2.132555556,-7.333444444,0.116538952,1.359473129,0.895488683,18.40240032,0.255800009
"No",5.987222222,-3.168,1.454353904,1.258129213,0.946380205,12.07741876,0.084799998
"No",2.418111111,-4.762666667,1.070022709,1.750747182,0.947333235,13.93246406,0.074199997
"No",4.602222222,-1.054222222,0.61187758,2.413786743,0.971340681,8.78586922,0.145799994
"No",2.395555556,-1.294333333,0.946903446,2.331164446,0.980740909,6.28166848,0.187999994
"No",4.688666667,-0.634333333,0.717735228,2.311350043,0.965750879,7.58986814,0.0254
"No",2.764111111,-0.114111111,1.13220254,2.557469269,0.980962539,6.4714363,-0.0105
"No",7.697333333,2.496,3.636933264,3.93472996,0.978883959,5.031868104,0.163900003
"No",4.637555556,1.140888889,2.086258068,3.384476743,0.992248601,4.555411016,-0.029300001
"No",8.057333333,3.174555556,3.095436988,3.784369886,0.976018522,4.75503704,0.142700002
"No",5.082777778,1.693333333,2.66475714,3.533743235,0.987587146,4.073031304,0.015699999
"No",7.333222222,1.394444444,13.47598996,5.121215512,0.959796513,3.528442572,-0.094999999
"No",4.495333333,1.311555556,10.21251776,5.04276593,0.970801003,3.70050048,-0.0025
"No",7.833777778,1.421333333,13.61274572,4.670598093,0.949011785,4.810426552,0.031099999
"No",5.180333333,1.265222222,11.81087792,4.97047788,0.967203019,3.85653246,-0.021
"No",2.170222222,0.001777778,8.8399884,3.421188512,0.967775045,8.169075116,0.138400003
"No",1.800555556,0.381333333,9.45320204,4.437858678,0.963666204,4.771249752,0.0092
"No",2.288444444,0.079555556,7.82108368,3.372499773,0.957108447,8.671807612,0.040199999
"No",1.567111111,0.163777778,8.19892956,4.360183854,0.952992112,4.895394964,0.034000002
"No",3.241777778,-0.403333333,3.555107508,2.614201364,0.937722882,8.63423746,0.086300001
"No",2.314777778,-0.715444444,1.54838589,2.884084434,0.905671356,7.96329804,0.0125
"No",3.405888889,-0.491222222,2.719116168,2.449924092,0.927941449,9.22967532,0.153099999
"No",2.190333333,-0.909777778,1.686477864,2.904950004,0.895706918,8.2248635,0.122299999
"No",3.295111111,-0.529888889,1.185226962,1.952489426,0.899380005,8.9573682,7e-04
"No",2.991777778,-0.430222222,1.046180708,1.670748387,0.874863263,9.53726052,-0.0014
"No",3.03,-0.552,1.185798646,2.054568132,0.897155484,9.18700774,0.118100002
"No",2.679111111,-0.468666667,1.243782288,1.966956024,0.873356612,9.35605594,0.034899998
"No",5.254888889,0.941222222,4.821778687,3.875398307,0.956321344,4.49910024,0.123000003
"No",4.700444444,0.521,5.792618554,3.066071833,0.946602735,5.851051336,-0.0678
"No",4.979666667,1.356444444,6.670190592,3.849644094,0.949110351,4.83309302,0.090599999
"No",4.180666667,0.452,5.293464682,3.240686741,0.939273813,5.4866503,0.064900003
"No",5.099555556,1.654888889,20.00093456,4.528945366,0.96798897,1.438081408,0
"No",4.119555556,1.393444444,18.37959436,3.733183147,0.975245208,1.468431152,0
"No",4.939,1.758333333,20.36609752,4.508354021,0.968391053,1.399800036,0.0131
"No",3.679222222,1.720333333,20.00255639,3.849301434,0.967891437,1.63651872,0
"No",9.126,0.568222222,1.947022223,3.912779993,0.876621914,20.715707,0.301999986
"No",8.681444444,0.166777778,0.857925331,3.730634385,0.854981008,20.26172101,0.399699986
"No",9.498444444,0.190555556,1.218795944,3.614667326,0.866985846,21.48401304,0.263700008
"No",8.887666667,-0.462222222,0.403022632,3.744581674,0.84213499,20.96685706,0.355599999
"No",12.03055556,1.156111111,0,3.454959002,0.874692196,22.06040136,0.328200012
"No",12.087,1.633222222,0.008773802,3.784256187,0.859037257,21.2495132,0.408800006
"No",12.12,1.034888889,0.002670288,3.460637374,0.880753279,22.09873132,0.266000003
"No",11.91077778,1.571111111,0.00038147,4.038860915,0.853154615,21.79915064,0.313300014
"No",10.32266667,4.999222222,1.082038934,2.012356011,0.952435588,7.200799216,0.130500004
"No",9.350555556,4.387,1.126861808,1.916485389,0.943247977,5.241143922,0.514699996
"No",10.10544444,4.974,1.325988874,1.900905625,0.957055553,6.964037504,0.361400008
"No",9.299222222,4.417,1.211929556,2.055308768,0.949196275,5.437599196,0.379299998
"No",7.430333333,2.884222222,2.190876172,3.431613042,0.959517738,4.005856456,0.399800003
"No",5.937222222,1.55,0.825119076,3.444636063,0.932980236,6.59178093,0.511399984
"No",7.588,3.381666667,2.038956272,3.529075483,0.958779907,4.22724976,0.483700007
"No",6.306,2.062666667,0.804710492,3.484589888,0.933642061,6.612024624,0.424899995
"No",5.512555556,1.235777778,1.77974728,3.241730513,0.96111594,4.684387304,0.432099998
"No",4.224,0.230222222,1.517868244,3.147516584,0.951383656,3.695675646,0.511500001
"No",5.553888889,1.801333333,1.810359776,3.421111522,0.96238434,4.813676384,0.448799998
"No",4.008333333,0.700777778,1.509094596,3.441695075,0.952960308,3.981431522,0.4023
"No",5.691444444,2.315666667,1.159477407,3.295697281,0.948585296,6.81545471,0.390300006
"No",4.831444444,1.453777778,1.115036396,3.057136623,0.943037029,6.260255464,0.384299994
"No",5.644111111,3.339111111,1.352405668,3.251581409,0.955713685,5.849941678,0.496100008
"No",5.051777778,2.584444444,1.34172434,3.307562544,0.945738734,5.975924958,0.466800004
"No",7.117777778,3.500111111,1.197433944,1.909629747,0.962146584,6.902023974,0.388200015
"No",7.141444444,3.033444444,1.371383768,1.489066036,0.953574745,6.016613344,0.363799989
"No",7.983666667,3.821777778,1.05457368,1.970721,0.964048365,6.89548119,0.262100011
"No",7.896,3.031555556,0.89225818,1.753424116,0.947721744,7.48629913,0.345699996
"No",5.600888889,1.861555556,2.073861104,3.187162779,0.950057401,5.274700074,0.41049999
"No",5.085222222,0.240888889,1.329803888,3.435701002,0.934323572,6.441905274,-0.0253
"No",6.17,2.766222222,3.258706592,3.376505904,0.956478725,4.561225524,0.526199996
"No",5.502888889,0.537333333,1.431084276,3.619224958,0.93795846,5.544911738,0.452699989
"No",1.370222222,-4.020111111,11.50760663,5.842923138,0.94633949,5.744656264,-0.0211
"No",-0.234777778,-4.517777778,2.67467512,5.613387685,0.866331008,11.70555325,-0.0261
"No",2.275,-3.391888889,9.21001352,6.035483815,0.940768071,5.680506102,0.184100002
"No",0.141777778,-4.476333333,3.2848368,5.998494741,0.881433567,10.81391405,-0.0713
"No",-1.851888889,-5.514888889,10.82630152,4.663245405,0.935872984,9.5052387,0.27759999
"No",-1.615666667,-5.454777778,5.183029188,4.456118551,0.852118136,9.08213672,-0.044100001
"No",-1.889444444,-5.347111111,10.81867274,4.578463335,0.937276584,10.43578007,-0.0035
"No",-1.926222222,-5.688555556,4.81109562,4.492319719,0.848800184,10.32182522,0.180000007
"No",2.139222222,-3.702,0.685501242,2.331966403,0.909794523,14.90305009,-0.042300001
"No",2.669,-2.601888889,0.777244968,2.183164063,0.807331264,13.71711238,-0.058400001
"No",1.783,-5.131111111,0.746345505,2.132653044,0.931282598,15.53584379,0.091399997
"No",2.136444444,-3.220444444,0.804329478,2.144093946,0.81160853,14.21422633,0.0149
"No",5.235,-4.27,0.537300214,1.342434236,0.900989757,17.79331249,0.150700003
"No",5.971111111,-3.115111111,0.208854714,1.068618259,0.7969921,17.45056878,0.031599998
"No",4.494,-4.140111111,0.357055914,0.790065254,0.923167169,16.02435487,0.227500007
"No",4.817333333,-3.357222222,0.244140666,0.834654412,0.816355623,14.92010757,0.342200011
"No",3.605555556,-0.241444444,6.310652564,1.327478572,0.992824194,4.218275338,-0.093400002
"No",3.037222222,-0.335555556,6.898498908,1.854414404,0.974127463,4.575243074,-0.0305
"No",3.010777778,-1.806666667,3.252410791,1.29337905,0.992013134,6.93784348,0.0106
"No",3.96,-0.703111111,2.87132244,1.918573535,0.958555124,8.33012417,-0.061099999
"No",7.729666667,1.724,3.28540824,2.912387495,0.97555275,7.065068868,-0.0502
"No",6.427,1.475222222,3.230667164,2.281301827,0.971891445,6.808098956,-0.0107
"No",8.012666667,0.322444444,2.824211088,3.057107565,0.975351665,8.83451794,0.032000002
"No",6.999666667,0.746333333,2.224159425,2.304789425,0.951433558,9.41376078,-0.033
"No",6.847888889,3.238777778,4.93736248,4.569032873,0.963941266,4.476960478,0.059599999
"No",4.409111111,2.866555556,3.417206,4.113387245,0.964421163,4.553769306,0.055399999
"No",6.170777778,3.221333333,6.03179896,4.581951649,0.960807251,5.035744098,0.028999999
"No",4.229,2.808444444,4.49218736,4.057093837,0.957402784,4.84439887,0.0473
"No",6.662,-0.295444444,1.896476571,5.103611195,0.91755965,17.17235115,0.125300005
"No",7.339111111,-0.932777778,0.607681262,4.483918873,0.881346599,21.47215059,0.201499999
"No",7.195888889,0.322111111,2.505684527,4.861118827,0.912741002,18.09360505,0.376100004
"No",7.742888889,-0.151333333,0.665092455,4.386187535,0.877663886,20.89631787,0.123000003
"No",7.024555556,-1.835777778,0.049591066,5.277108147,0.863157753,23.31538707,0.439599991
"No",7.049333333,-2.002666667,0.118255634,4.057740543,0.859377989,23.09039405,0.504100025
"No",7.677222222,-1.213777778,0.024032594,4.809449643,0.861020828,24.34587412,0.590600014
"No",7.806333333,-1.394333333,0.070571906,3.767345532,0.856366655,23.63608873,0.527899981
"No",7.552111111,-1.538444444,0.212478644,2.061566993,0.857727875,19.62624869,0.492700011
"No",6.605777778,-1.843333333,0.212860091,2.148002569,0.849657776,22.52949917,0.540799975
"No",7.972333333,-1.145888889,0.19531251,1.951743076,0.873478624,18.98376869,0.517400026
"No",7.880555556,-1.821666667,0.137329106,2.059994888,0.8495901,22.69041231,0.540499985
"No",7.322666667,-2.077222222,0.176239038,3.122507359,0.86897944,20.66569858,0.386099994
"No",7.207666667,-2.626444444,0.099182134,3.15953623,0.859452556,20.55242466,0.467299998
"No",6.942222222,-0.904444444,0.489425603,3.242656205,0.914315158,11.36074965,0.542400002
"No",6.618444444,-1.775111111,0.340270996,3.385023369,0.899283746,11.36140024,0.434700012
"No",2.515888889,-0.870777778,1.184463414,3.258907654,0.879176606,11.32236185,0.372900009
"No",3.372333333,-2.028222222,0.549316535,2.819606671,0.860735795,15.87136792,0.581099987
"No",3.149333333,-0.202444444,1.239776212,3.13238145,0.888588356,10.35474205,0.486000001
"No",3.650333333,-0.605111111,0.703048506,2.726974904,0.86482079,13.09439308,0.504000008
"No",4.794888889,-2.368777778,0.267410354,2.493564921,0.802025662,20.94655728,0.415699989
"No",3.876111111,-3.898111111,0.600814806,1.645238595,0.820930794,15.80740996,0.472600013
"No",4.856666667,-3.608,0.422286867,1.971500425,0.831513743,15.80159986,0.404100001
"No",3.791222222,-4.018555556,0.98571771,1.431658892,0.85236579,12.29006528,0.293599993
"No",5.034666667,-1.539777778,0.768280127,1.431951268,0.822566164,15.76595373,-0.0942
"No",4.067555556,-1.124888889,0.736236513,1.616013097,0.831908984,15.41858716,0.0133
"No",5.196666667,-1.940555556,0.581359858,1.541278861,0.835457917,17.72654475,-0.038400002
"No",4.037555556,-3.213,0.244140643,1.956981322,0.826915046,18.19529673,-0.039500002
"No",7.173444444,-1.624111111,1.883506926,0.935096038,0.82314798,19.05347602,0.109899998
"No",7.570888889,-0.932666667,2.398109809,1.117404117,0.79766306,21.81914988,0.344300002
"No",7.644,-0.659444444,2.1282198,1.261964471,0.81669718,22.7878888,0.047600001
"No",6.896666667,-2.777111111,1.28440856,1.655830629,0.795420362,24.81559974,0.172999993
"No",5.897888889,-0.621888889,0.757598846,1.416081027,0.863304761,14.96918065,-0.097000003
"No",5.604111111,-2.918444444,0.382614162,1.440411326,0.826501271,17.00968195,0.429699987
"No",6.084,-1.059222222,0.588989234,1.303242269,0.860780833,14.7924692,0.117399998
"No",6.285777778,-3.439,0.223541308,1.386842843,0.795747784,19.49693252,0.389099985
"No",9.383333333,-1.508111111,2.859879456,1.614850395,0.896269879,25.49445205,0.036499999
"No",9.551888889,-2.346333333,1.935577666,1.795973323,0.839559188,26.30441807,0.066500001
"No",10.63611111,-1.465555556,1.449584746,1.477228312,0.852605075,26.63140555,0.112800002
"No",10.22755556,-1.925,1.32942192,1.678459223,0.819843416,25.04063135,0.451400012
"No",16.62011111,0.561888889,3.218460076,1.649043516,0.851166106,27.08348666,0.305599988
"No",15.86877778,0.297555556,3.678130282,1.660310056,0.865903901,25.85893104,0.252499998
"No",19.47033333,0.620777778,2.282334237,1.683144182,0.829868666,27.13884244,0.271699995
"No",17.408,0.716333333,3.843307894,1.838078659,0.839008086,26.54485634,0.039299998
"No",14.72666667,1.448555556,0.259399431,1.85786075,0.860929953,25.54046865,0.224999994
"No",18.14655556,3.150333333,3.605651811,2.336414601,0.861932356,26.07192519,0
"No",15.23644444,2.023555556,0.622177186,1.990372242,0.878488112,24.89852033,0.3204
"No",17.28244444,3.432222222,5.261612271,2.474288609,0.879010855,25.47356392,0.027100001
"No",14.60277778,3.380111111,2.676773492,3.272156969,0.914179705,19.34111773,0.120300002
"No",12.88711111,4.495777778,3.617478225,3.230017852,0.94667943,13.90581344,0.028100001
"No",14.70311111,4.019888889,3.48930296,3.137302823,0.925504921,15.77328118,0.1919
"No",12.472,4.298333333,6.287765608,3.215384485,0.959278775,9.770550776,0.052700002
"No",10.08444444,5.979,15.49319972,2.984270811,0.979332105,4.68019972,0.315800011
"No",9.242333333,3.245888889,4.663849376,3.221283617,0.960976146,7.248625434,0.343100011
"No",10.06055556,5.571888889,18.0988404,2.829214424,0.979474396,4.636911968,0.253800005
"No",8.990222222,3.125111111,9.152219556,3.183009951,0.962281907,6.816436712,0.068099998
"No",8.792888889,2.845777778,10.69831401,2.270935333,0.963413351,9.313467858,0.279399991
"Yes",8.288,2.337,7.135009536,2.001362286,0.958974104,9.574588418,0.246000007
"No",10.27044444,2.821666667,5.306625385,2.314111782,0.956980457,11.52211068,0.127700001
"No",9.892777778,2.392777778,4.493714782,2.006159671,0.944952433,12.80899284,0.02
"No",14.66555556,5.988666667,2.362060546,2.371230792,0.939167958,9.311987046,0.118500002
"No",14.06088889,6.000222222,4.516982644,2.929981732,0.927070189,17.54174436,0.124799997
"No",16.18222222,6.538333333,2.416610282,2.24473638,0.882553506,10.74735954,0.204099998
"No",14.925,6.971666667,2.243804815,3.11303673,0.858164318,20.98756325,0.255499989
"No",11.37577778,5.881888889,0.379371733,2.994503434,0.880673707,13.25267632,0.354499996
"No",7.321777778,4.260888889,1.362037582,2.718348483,0.95537121,6.685531356,0.446200013
"No",13.29,6.175444444,0.17642977,3.222069677,0.830588416,17.4178936,0.400299996
"No",9.356333333,4.987444444,0.733184834,3.216073598,0.873012131,13.63162402,0.348199993
"No",19.57722222,6.618777778,4.141425581,3.123443396,0.857176834,14.790137,0.201399997
"No",12.03255556,4.777555556,7.71732343,2.480328324,0.98295725,5.254105244,-0.0067
"No",18.92888889,7.578111111,3.054045606,3.029696527,0.855788042,12.98384785,0.151899993
"No",14.86355556,5.899111111,6.959916212,2.80692075,0.950874385,8.018451104,-0.0112
"No",12.94155556,8.447777778,1.556778107,3.183400104,0.92595353,9.556531712,0.061700001
"No",10.37366667,5.55,1.444625836,2.450484288,0.969710279,6.864639504,0.0491
"No",17.04411111,8.698666667,0.804519686,3.305018139,0.841244908,19.57536786,0.151899993
"No",14.47988889,6.998,0.762939536,2.673917086,0.889755283,16.01766205,0.190500006
"No",8.291777778,4.104333333,1.03912347,4.951646548,0.870224939,8.22705096,0.063900001
"No",4.946666667,0.965555556,3.667831588,4.758307376,0.962682361,4.712612384,0.235100001
"No",8.845222222,5.273444444,1.147842361,5.184549161,0.851156438,7.65733586,0.416799992
"No",6.315333333,1.667666667,3.359604652,5.221817443,0.93253315,5.141718908,0.034499999
"No",15.312,3.699666667,0.670623794,4.238202997,0.834144646,17.36348121,0.0037
"No",5.241888889,1.636888889,8.972548964,4.119329134,0.973881942,5.335506728,0.050700001
"No",17.42944444,4.878444444,0.684356658,4.237251675,0.790952801,20.44738208,0.0084
"No",7.381777778,2.155888889,8.032226956,4.415530753,0.946755257,7.373176548,-0.0339
"No",18.78033333,6.343111111,0.40092474,2.856043458,0.713506729,22.62048732,0.490399987
"No",7.067222222,2.257888889,2.739715572,3.510998147,0.974114149,5.732537528,-0.0255
"No",18.59644444,6.975333333,0.559997542,3.288095362,0.682631168,22.79154471,0.076800004
"No",9.695333333,2.711555556,2.474594414,3.625841569,0.927230078,7.81096882,0.247299999
"No",21.26077778,5.096111111,0.018692014,2.669400077,0.58178688,26.49725684,0.559099972
"No",9.432333333,2.472666667,1.067352536,3.079502164,0.963863268,12.37708018,0.577799976
"No",22.47577778,5.509111111,0.019454951,2.609327969,0.52520921,26.80356234,0.6505
"No",14.41833333,3.199777778,0.477218574,3.30094101,0.83866542,21.92914332,0.572099984
"No",9.358222222,-0.180333333,24.46213146,5.958066648,0.934142035,2.866331292,0.046399999
"No",4.234888889,-1.398555556,17.93594412,5.890649143,0.966417111,3.381624288,-0.0043
"No",9.258333333,-0.130333333,20.22857825,5.930237713,0.917989946,2.732587508,0.129999995
"No",4.595222222,-1.358222222,14.91928001,5.844349657,0.939484093,3.78294248,-0.0178
"No",6.576,-0.375222222,1.38244609,2.178178882,0.816851628,16.54824561,0.051899999
"No",4.610555556,-1.432777778,2.079009614,1.849816975,0.93206313,15.18628192,0.052900001
"No",8.342,-0.224888889,1.094245725,2.18307125,0.74902132,18.24614116,0.071400002
"No",6.316222222,-1.358111111,1.839256212,1.953731138,0.818841147,16.09615569,-0.0164
"No",2.560111111,-0.130555556,10.95562015,4.534363816,0.929063627,4.038462276,-0.023800001
"No",2.085444444,-1.558222222,6.181143402,3.818605568,0.95896593,5.618275484,-0.022399999
"No",3.069222222,0.145111111,7.913972446,4.324702145,0.89795016,4.9470138,0.0109
"No",2.876111111,-1.060888889,4.560280989,3.708675023,0.907010079,6.82768678,-0.0015
"No",3.213333333,-0.443888889,5.92384308,3.978258075,0.8825722,9.101351264,-0.064499997
"No",2.385555556,-0.815777778,5.51185484,3.68854614,0.965632027,9.112292204,-0.0469
"No",4.939777778,0.081666667,5.584716792,3.774381893,0.826585344,11.25123184,0.027100001
"No",3.123111111,-0.244777778,5.494307536,3.848931027,0.881861703,9.18317422,0.0184
"No",7.411777778,-0.494777778,0.382995598,2.536242909,0.835390514,20.6261749,0.649800003
"No",6.064222222,0.272888889,0.672149446,2.14561886,0.907985806,15.50378164,0.509299994
"No",9.476888889,-1.305333333,0.094604494,2.411691634,0.770955662,26.63226758,0.667999983
"No",8.394888889,-0.301888889,0.328826779,2.33188421,0.790640576,23.0415996,0.573599994
"No",9.219,-0.405666667,0.01716615,2.869432309,0.734583487,22.59900549,0.628099978
"No",9.376555556,-3.087555556,0.008010868,1.828415185,0.833244331,26.83839334,0.349000007
"No",9.776333333,-0.601111111,0.00152588,2.874356237,0.709592275,21.3813184,0.519400001
"No",10.62955556,-1.486,0.000762939,2.120380126,0.751545533,26.54653148,0.30309999
"No",9.264111111,3.226888889,0.012207031,3.077368401,0.755432392,12.98642679,0.057500001
"No",11.07188889,1.793444444,0,1.882196748,0.852133197,20.14040818,0.263300002
"No",9.390555556,3.693555556,0.059890747,3.114977715,0.713193229,12.45928809,0.092299998
"No",10.97877778,2.662111111,0,2.222874404,0.749576078,19.48832976,0.259600013
"No",6.245222222,3.816888889,4.17613912,3.477473834,0.883827118,6.10018742,0.022600001
"No",8.245333333,3.839111111,1.528740616,2.337295565,0.933750856,8.9019009,0.0341
"No",6.012666667,3.597111111,5.728721837,3.53851801,0.908674016,6.31284594,0.1052
"No",7.505333333,4.126777778,2.144813333,2.609366805,0.849926419,8.08514432,0.0065
"No",13.49822222,3.449666667,3.052139184,1.976192853,0.798803762,20.15957494,0.025
"No",14.78822222,3.391111111,0.907135022,1.37826905,0.790073508,26.94508848,0.385100007
"No",14.79366667,3.315777778,2.953338232,2.100662159,0.745064113,21.72661666,0.239199996
"No",16.21244444,3.505888889,0.985335909,1.490443995,0.684789083,27.05056356,0.252400011
"No",21.56433333,4.666,0,3.227722483,0.664720431,30.17639438,0.64139998
"No",21.98766667,5.754888889,0.004577637,3.022202863,0.761327365,30.44041394,0.478300005
"No",22.05377778,5.028666667,0,2.728397468,0.593371447,29.27359926,0.327199996
